sender,senderAddress,subject,body,url,label
,info@zgnvncnehr.com,Banka hesabınız güncellenmiştir,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@zgnvncnehr.com",,normal
,info@bjlglhuglf.com,Hesap onayınız,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@bjlglhuglf.com",,normal
,support@qjigdwonot.com,Hesap güvenliği güncellemesi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@qjigdwonot.com",,phishing
,support@itndfvulvn.com,Ödül kazandınız,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@itndfvulvn.com",,phishing
,info@kpjytdqojp.com,Kişisel bilgilerinizi güncelleyin,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@kpjytdqojp.com",,normal
,info@zqczoqvosf.com,Kişisel bilgilerinizi güncelleyin,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@zqczoqvosf.com",,normal
,info@pdpnazgqao.com,Yeni işlem bildirimleri,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@pdpnazgqao.com",,normal
,aileen_howard@lycos.com,"BIZ, .INFO, .COM for only $14.95","IMPORTANT INFORMATION:
 
 The new domain names are finally available to the general public at discount prices. Now you can register one of the exciting new .BIZ or .INFO domain names, as well as the original .COM and .NET names for just $14.95. These brand new domain extensions were recently approved by ICANN and have the same rights as the original .COM and .NET domain names. The biggest benefit is of-course that the .BIZ and .INFO domain names are currently more available. i.e. it will be much easier to register an attractive and easy-to-remember domain name for the same price.  Visit: http://www.affordable-domains.com today for more info.
  
 Register your domain name today for just $14.95 at: http://www.affordable-domains.com/  Registration fees include full access to an easy-to-use control panel to manage your domain name in the future.
  
 Sincerely,
  
 Domain Administrator
 Affordable Domains
 
 
 To remove your email address from further promotional mailings from this company, click here:
 http://www.centralremovalservice.com/cgi-bin/domain-remove.cgi
 (e1)
 6465UiUN1-044WQBB1540fhjZ9-834yZyb1979zavZ9-694l44","http://www.affordable-domains.com, http://www.affordable-domains.com/, http://www.centralremovalservice.com/cgi-bin/domain-remove.cgi",phishing
,support@isdqzfqzmg.com,Ödül kazanma fırsatınız sona eriyor,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@isdqzfqzmg.com",,phishing
,info@fqpwwaciur.com,Kişisel bilgilerinizi güncelleyin,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@fqpwwaciur.com",,normal
,support@jqwsxlgmjp.com,Ödül kazandınız,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@jqwsxlgmjp.com",,phishing
,info@pabzjfdwcr.com,Hesap özetiniz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@pabzjfdwcr.com",,normal
,info@fvwslzaprw.com,Kişisel bilgilerinizi güncelleyin,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@fvwslzaprw.com",,normal
,"""VICTOR SANKOH"" <victorsankoh@mail.com>",[ILUG] WE NEED YOUR ASSISTANCE TO INVEST IN YOUR COUNTRY,"Dear Sir/Madam,  I am well confident of your capability to assist me in a transaction for mutual benefit of both parties, ie (me and you) I am also believing that you will not expose or betray the trust and confidence I am about to establish with you. I have decided to contact you with greatest delight and personal respect.  Well, I am  VICTOR SANKOH, Son to Mr.FODAY SANKOH who was arrested by the ECOMOG PEACE KEEPING FORCE months ago in my country Sierra Leone. Few days before the arrest of my father, he confided in me and ordered me to go to his underground safe and move out immediately, with a Deposit Agreement and Cash Receipt he made with a security Company in Abidjan Cote d'Ivoire where he deposited One Iron Box containing USD$ 22 million dollars cash (Twenty Two Million dollars).  This money was made from the sell of Gold and Diamond by my FATHER and he have already decided to use this money for future investment of the family before his arrest.  Thereafter, I rushed down to Abidjan with these documents and confirmed the deposit of the box by my father. Also, I have been granted political stay as a Refugee by the Government of Cte d'Ivoire.  Meanwhile, my father have instructed me to look for a trusted foreigner who can assist me to move out this money from Cte d'Ivoire immediately for investment . Based on this , I solicit for your assistance to transfer this fund into your Account, but I will demand for the following requirement:  (1) Could you provide for me a safe Bank Account where this fund will be transferred to in your country or another neaarby country where taxation will not takegreat toll on the money?  (2) Could you be able to assist me to obtain my travelling papers after this transfer to enable me come over to meet you in your country for theinvestment of this money?  (3) Could you be able to introduce me to a profitable business venture that would not require much technical expertise in your country where part of this fund willbe invested?  Please, all these requirements are urgently needed as it will enable me to establish a stronger business relationship with you hence I will like you to be the general overseer of the investment thereafter. I am a Christian and I will please, want you to handle this transaction based on the trust I have established on you.  For your assistance in this transaction, I have decided to offer you 12% percent commission of the total amount at the end of this business. The security of this business is very important to me and as such, I would like you to keep this business very confidential. I shall be expecting your urgent reply. Thank you and God bless you.  VICTOR SANKOH      --  Irish Linux Users' Group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. List maintainer: listmaster@linux.ie   ",http://www.linux.ie/mailman/listinfo/ilug,phishing
,support@jsqxqymfpl.com,Ödül kazandınız,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@jsqxqymfpl.com",,phishing
,support@cajoaxynyt.com,Hesap güvenliği güncellemesi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@cajoaxynyt.com",,phishing
,support@zhvfclwgst.com,Hesap doğrulamanızı tamamlayın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@zhvfclwgst.com",,phishing
,support@avbawatdpj.com,Güvenlik açığı tespiti,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@avbawatdpj.com",,phishing
,info@xgrwqsbazv.com,Hesap onayınız,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@xgrwqsbazv.com",,normal
,info@aiiutbemyo.com,Hesap güvenliği güncellemesi,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@aiiutbemyo.com",,normal
,can.dogan@gmail.com,Haftasonu planı,"Selam, haftasonu sinemaya gitmek ister misin? Yeni çıkan filmi izleyebiliriz. Cevabını bekliyorum.",,normal
,no-reply@nytimes.com,Welcome to The New York Times,"Thanks for signing up! You now have access to award-winning journalism. Read today's headlines here: https://www.nytimes.com/today",,normal
,notification@youtube.com,Yeni videolar seni bekliyor!,"[Adınız], abone olduğun kanallardan yeni içerikler var. Hemen izle: https://www.youtube.com/feed/subscriptions",,normal
,update@facebookmail.com,Güvenlik uyarısı: Yeni giriş yapıldı,"Hesabınıza yeni bir cihazdan giriş yapıldı. Bu siz miydiniz? Giriş bilgilerinizi kontrol etmek için tıklayın: https://www.facebook.com/settings",,normal
,iletisim@dergiabonelik.com,Aboneliğiniz başarıyla başlatıldı,"Sayın [Adınız], aylık dergi aboneliğiniz başlamıştır. İçeriklere buradan ulaşabilirsiniz: https://www.dergiabonelik.com/hesabim",,normal
,melisa.aksoy@hotmail.com,Sunum dosyasını paylaşıyorum,"Sunumun son halini ekledim. Lütfen kontrol edip bana geri döner misin? İyi çalışmalar.",,normal
,info@trendmarka.com,Sepetinizde ürün var!,"Merhaba [Adınız], sepetinizde hala ürünler var. Alışverişinize devam etmek için: https://www.trendmarka.com/sepet",,normal
,service@spotify.com,Hazırsan müzik başlasın,"Yeni haftaya özel çalma listeni oluşturduk! Şimdi dinle: https://open.spotify.com/playlist/haftalik-oneri",,normal
,news@linkedin.com,Ağınızda yeni hareketler var,"[Adınız], bağlantılarınız yeni pozisyonlara geçti. LinkedIn'de güncel kalın: https://www.linkedin.com/feed",,normal
,support@apple.com,Faturanızı görüntüleyin,"Apple Kimliğinizle yapılan satın alma işlemi başarıyla gerçekleşti. Faturayı görüntülemek için: https://apple.com/invoice/2025",,normal
,info@kdpmrmtyqh.com,Hesap özetiniz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@kdpmrmtyqh.com",,normal
,support@sghbddcstv.com,Bilgilerinizı güvence altına alın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@sghbddcstv.com",,phishing
,support@exesqlqyqi.com,Hesap doğrulamanızı tamamlayın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@exesqlqyqi.com",,phishing
,info@bapkbdaffh.com,Fatura özetiniz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@bapkbdaffh.com",,normal
,info@wgvdgxrtrf.com,Aylık raporunuz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@wgvdgxrtrf.com",,normal
,support@kxrjwfecyk.com,Güvenlik açığı tespiti,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@kxrjwfecyk.com",,phishing
,support@rzaorjfqay.com,Ödül kazandınız,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@rzaorjfqay.com",,phishing
,no-reply@amazon.com,Siparişiniz yola çıktı,"Sayın Alex Carl, siparişiniz kargoya verilmiştir. Tahmini teslim tarihi: 30 Mayıs 2025. Kargo takibi: https://www.amazon.com/track-order",,normal
,security@mail.google.com,Hesabınızda olağan dışı bir giriş tespit edildi,"Alex Carl, hesabınıza alışılmadık bir giriş yapıldı. Lütfen güvenlik ayarlarınızı kontrol edin: https://myaccount.google.com/security",,normal
,no-reply@instagram.com,Yeni takipçin var,"Tebrikler Alex Carl! @ahmet_can seni takip etmeye başladı. Profili gör: https://www.instagram.com/ahmet_can",,normal
,info@netflix.com,Mayıs Ayı Ödeme Bildirimi,"Abonelik ödemeniz alınmıştır. Yeni içerikleri izlemeye devam etmek için giriş yapın: https://www.netflix.com/browse",,normal
,noreply@github.com,Yeni bir pull request var,"Alex Carl, repo 'phishing-detector' için yeni bir pull request açıldı. Göz atmak için: https://github.com/username/repo/pulls",,normal
,hello@medium.com,Senin için seçilen yazılar,"Alex Carl, bu haftanın en popüler teknoloji makaleleri burada: https://medium.com/top-tech-reads",,normal
,no-reply@airbnb.com,Rezervasyonunuz Onaylandı,"Alex Carl, 12-15 Haziran tarihleri arasındaki İstanbul konaklamanız onaylandı. Detaylar: https://www.airbnb.com/trip",,normal
,update@coursera.org,Kursunuzu tamamladınız!,"Tebrikler Alex Carl, 'Machine Learning' kursunu başarıyla tamamladınız. Sertifikanız: https://www.coursera.org/certificate/abc123",,normal
,alerts@dropbox.com,Bir dosya sizinle paylaşıldı,"Alex Carl, bir kullanıcı sizinle bir PDF dosyası paylaştı. Görüntülemek için: https://www.dropbox.com/shared/file.pdf",,normal
,no-reply@slack.com,Yeni mesajlarınız var,"Alex Carl, #proje-ekibi kanalında 5 yeni mesaj var. Slack’e gidin: https://workspace.slack.com/messages",,normal
,support@laqtxgcnlx.com,Hesabınızı güvence altına alın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@laqtxgcnlx.com",,phishing
,support@ckymzhrjgy.com,Hesap şifreniz sıfırlandı,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@ckymzhrjgy.com",,phishing
,info@xgyigdtvto.com,Yeni işlem bildirimleri,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@xgyigdtvto.com",,normal
,info@lbxciepkpg.com,Aylık raporunuz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@lbxciepkpg.com",,normal
,support@kejfpptrqj.com,Güvenlik açığı tespiti,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@kejfpptrqj.com",,phishing
,support@fauflkvcdc.com,Faturanız ödenmedi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@fauflkvcdc.com",,phishing
,info@nbzupgvyma.com,Hesap aktivasyonu başarıyla tamamlandı,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@nbzupgvyma.com",,normal
,info@lqlvedudpm.com,Hesap aktivasyonu başarıyla tamamlandı,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@lqlvedudpm.com",,normal
,info@lngahvtpml.com,Hesap güvenliği güncellemesi,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@lngahvtpml.com",,normal
,home_loans@eudoramail.com,Lenders WILL COMPETE for your mortgage             IVX,"Dear Homeowner,   Interest Rates are at their lowest point in 40 years!  We help you find the best rate for your situation by matching your needs with hundreds of lenders!  Home Improvement, Refinance, Second Mortgage, Home Equity Loans, and More! Even with less than perfect credit!  This service is 100% FREE to home owners and new home buyers without any obligation.   Just fill out a quick, simple form and jump-start your future plans today!   Visit http://61.145.116.186/user0201/index.asp?Afft=QM10       To unsubscribe, please visit:  http://61.145.116.186/light/watch.asp   ","http://61.145.116.186/user0201/index.asp?Afft=QM10, http://61.145.116.186/light/watch.asp",phishing
,support@lgaupsapqa.com,Faturanız ödenmedi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@lgaupsapqa.com",,phishing
,support@bmfnyzuzdm.com,Acil hesap doğrulaması,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@bmfnyzuzdm.com",,phishing
,info@jptlerywmz.com,Hesap güvenliği güncellemesi,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@jptlerywmz.com",,normal
,info@nuhqmiiyry.com,Hesap aktivasyonu başarıyla tamamlandı,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@nuhqmiiyry.com",,normal
,support@pdagznipji.com,Faturanız ödenmedi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@pdagznipji.com",,phishing
,info@hflcenaqwb.com,Aylık raporunuz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@hflcenaqwb.com",,normal
,support@vszmluyjxy.com,Hesap doğrulamanızı tamamlayın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@vszmluyjxy.com",,phishing
,support@unehiikhar.com,Faturanız ödenmedi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@unehiikhar.com",,phishing
,support@rlzpjscqfy.com,Şifrenizi hemen değiştirin,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@rlzpjscqfy.com",,phishing
,support@yfmbhnobed.com,Hesap şifreniz sıfırlandı,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@yfmbhnobed.com",,phishing
,info@cmiwllqptk.com,Hesap onayınız,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@cmiwllqptk.com",,normal
,support@sxdkcqbkfj.com,Şifrenizi hemen değiştirin,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@sxdkcqbkfj.com",,phishing
,support@hunpdciqwa.com,Hesabınızı güvence altına alın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@hunpdciqwa.com",,phishing
,info@uoqncwwagt.com,Aylık raporunuz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@uoqncwwagt.com",,normal
,info@fxfshibqmk.com,İşlem onayı talebi,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@fxfshibqmk.com",,normal
,support@zdmmteuadu.com,Bilgilerinizı güvence altına alın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@zdmmteuadu.com",,phishing
,jennifer3530t76@usa.com,Get out of debt quick!                                        4179uKlj5-057SXua1524UHkC5-900-28,"<HTML><P ALIGN=CENTER><font ptsize=""14"" family=""SANSSERIF"" lang=""0"" face=""Arial"" size=""2"" color=""#CCCCFF"">kenya</font><FONT  SIZE=4 PTSIZE=14 FAMILY=""SANSSERIF"" FACE=""Arial"" LANG=""0""><BR> Do you have too much debt?<BR> <BR> Would you like to lower your monthly payments <BR> and save money?<BR> <BR> Let us help you <A HREF=""http://www.irnman.net/debt/"">click here</A><BR> <BR> <BR> </FONT> <P ALIGN=LEFT><FONT  COLOR=""#000000"" BACK=""#ffffff"" style=""BACKGROUND-COLOR: #ffffff"" SIZE=2 PTSIZE=10 FAMILY=""SANSSERIF"" FACE=""Arial"" LANG=""0"">If you would like to be taken off our list, <A HREF=""http://www.irnman.net/debt/rem.htm"">click here</A></P></FONT> <p ALIGN=""center""><font style=""background-color: #ffffff"" back=""#ffffff"" size=""2"" ptsize=""10"" family=""SANSSERIF"" face=""Arial"" lang=""0"" color=""#CCCCFF"">2170uzHA6-646nlhK0895SDnb0-294BCPgl32</font></p> </HTML>  ","http://www.irnman.net/debt/"">click, http://www.irnman.net/debt/rem.htm"">click",phishing
,support@jjlwiblopi.com,Acil hesap doğrulaması,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@jjlwiblopi.com",,phishing
,support@zyyubiamuh.com,Hesap şifreniz sıfırlandı,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@zyyubiamuh.com",,phishing
