sender,senderAddress,subject,body,url,label
,support@dhhqklisop.com,Güvenlik açığı tespiti,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@dhhqklisop.com",,phishing
,"""iaic_adv@hellerwhirligigs.com"" <hlbi_adv@hellerwhirligigs.com>",Garden Ornaments | ppu,"Our delightful garden ornaments combine the finest craftsmanship in woodworking with the lastest technology in paints and hardware:  http://www.gardenornaments.adv@hellerwhirligigs.com/  We are the world's biggest whirligig maker.   Sincerely,  Studio T. Inc., USA The Home of Heller Whirligigs     Remove:  E-mail based commercial communication avoids unnecessary spending on catalogs and paper, and helps to preserve valuable natural resources such as forests and oil. We do not wish to share our valuable information about whirligigs with those who are not interested. Should you not wish to receive information from us in the future, please click on  the following removal link:  http://www.gardenornaments.adv@hellerwhirligigs.com/remove.html  Even though our database cleansing might be subject to delay or error, we will remove your e-mail address permanently from our database. However, please realize that removal from our database does not guarantee that your e-mail address will be deleted from the many other e-mail marketers who construct databases themselves by harvesting from web sites, or by buying any of the thousands of lists of e-mail addresses that are openly for sale on the internet.             ...  sgossqweylpfdxongtxllytjnmkamyrwrascyl   ","http://www.gardenornaments.adv@hellerwhirligigs.com/, http://www.gardenornaments.adv@hellerwhirligigs.com/remove.html",phishing
,support@dxpdhwmrpn.com,Hesap güvenliği güncellemesi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@dxpdhwmrpn.com",,phishing
,"""WALL STREET BULLETIN..47717"" <Subscriber_Services78044@juno.com>",FREE TRIAL - Last Stock pick UP 309%................................................. cqhcp,"<html> <head> </head> <body> <p align=""center""><font style=""font-size: 11pt"" face=""Courier"">Special Offer - FREE TRIAL</font></p> <p align=""center""><b><a href=""http://www.globalcybercollective.com/WSB_FreeTrialOffer.htm"">CLICK HERE</a></b></p> <p align=""center""><img border=""0"" src=""http://www.globalcybercollective.com/WSBulletinEmail5.bmp""></p> <p align=""left"">&nbsp;</p> <p align=""left"">&nbsp;</p> <p align=""center""><font size=""2"">I'm not interested <a href=""mailto:takemeoff1001@themail.com?subject=takeoff""><b>click here</b></a></font></p> </body> </html>  sajfdibpjnjppmhbymschktbn   ","http://www.globalcybercollective.com/WSB_FreeTrialOffer.htm"">CLICK, http://www.globalcybercollective.com/WSBulletinEmail5.bmp""></p>",phishing
,support@mlesuubarh.com,Güvenlik açığı tespiti,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@mlesuubarh.com",,phishing
,"""LAURENT MPETI KABILA"" <mpet_ka@mail.com>",[ILUG] please kindly get back to me," REQUEST FOR URGENT BUSINESS ASSISTANCE -------------------------------------- Your contact was availed to me by the chamber of commerce. It was given  to me because of my diplomatic  status as I did not disclose the actual reasons for  which I sought your contact. But I was assured That you are reputable and trustworthy if you will be of assistance.  I am Laurent Mpeti Kabila (Jnr) the second son of Late President LAURENT DESIRE KABILA the immediate Past president of the DEMOCRATIC REPUBLIC OF CONGO in Africa who was murdered by his opposition through his  personal bodyguards in his bedroom on Tuesday 16th January, 2001. I have the privilege of being mandated by my father colleagues  to seek your immediate and urgent co-operation to receive into your bank account the sum of US $25m.(twenty-five million Dollars) and some thousands carats of Diamond.  This money and treasures was lodged in a vault with a security firm in Europe and South-Africa.  SOURCES OF DIAMONDS AND FUND In August 2000, my father as a defence minister and president has a  meeting with his cabinet and armychief about the defence budget for 2000 to 2001 which was US $700m. so he directed one of his best friend. Frederic Kibasa Maliba who was a minister of mines and a political party leader known as the Union Sacree de,  I opposition radicale et ses allies (USORAL) to buy arms with US $200m on 5th January 2001; for him to finalized the arms deal, my father was murdered. f.K. Maliba (FKM) and I have decided to keep the money with a foreigner after which he will use it to contest for the political election. Inspite of all this we have resolved to present your or your company for the firm to pay it into your nominated  account the above sum and diamonds. This transaction should be finalized within seven (7) working days and for your co-operation and partnership, we have unanimously agreed that you will be entitled to 5.5% of the money when successfully receive it in your account. The nature of your business is not relevant to the successful execution of this transaction what we require is your total co-operation and commitment to ensure 100% risk-free transaction at both ends and to protect the persons involved in this transaction, strict confidence and utmost secrecy is required even after the successful conclusion of this transaction. If this proposal is acceptable to you, kindly provide me with your personal telephone and fax through my E-mail box for immediate commencement of the transaction.  All correspondence is for the attention of my counsel:joseph edward. I count on your honour to keep my secret, SECRET. Looking forward for your urgent reply Thanks. Best Regards    MPETI L. KABILA (Jnr)      --  Irish Linux Users' Group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. List maintainer: listmaster@linux.ie  ",http://www.linux.ie/mailman/listinfo/ilug,phishing
,info@cwhaflzgdi.com,Hesap aktivasyonu başarıyla tamamlandı,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@cwhaflzgdi.com",,normal
,greatdeals@webstakes.com,Get the Computer Skills you need - Free," FREE CD-ROM LESSONS http://isis.webstakes.com/play/Isis?ID=89801  - Choose from 15 titles - Learn new skills in 1 hour - Compare at $59.95 - Quick, easy and FREE!  Get FREE* computer learning from Video Professor on a subject of your choice.  For over 14 years, Video Professor has taught millions of people how to use their computers, and we can teach you too, FREE.  Get Your FREE Lesson Today! http://isis.webstakes.com/play/Isis?ID=89801  Simple 'What You See Is What You Get' way to learn  - Plays like a video on your computer screen - A complete & comprehensive lesson FREE & RISK FREE - Over 3 million satisfied user  Select from these titles available FREE...  Windows, Outlook, Excel, Access, Powerpoint, FrontPage, Works, Quicken, Internet, Word, WordPerfect, Lotus 1-2-3, DOS  Get Your FREE Lesson Today! http://isis.webstakes.com/play/Isis?ID=89801   * You only pay $6.95 shipping and handling conveniently billed to your Visa, Mastercard, America Express or Discover Card. Windows compatible only. Some restrictions may apply.   -------------------------------- Webstakes.com - Where INSTANT WINNING happens daily!  Webstakes.com Customer Service http://home.webstakes.com/play/HomePage?temp=2201&tb_id=301 http://www.webstakes.com  This email was sent to ler@lerctr.org.  You are receiving this email because you opted-in to  periodically receive emails with special offers from  Webstakes.com. If you'd  like to unsubscribe from  future emails, please see below. http://service.ivillage.com/Apps/DCS/mcp?r=7003B9351HUJs01200027c03B930mpHyWpHdh  (If the above link does not work, please copy and  paste the entire  into your browser) ","http://isis.webstakes.com/play/Isis?ID=89801, http://isis.webstakes.com/play/Isis?ID=89801, http://isis.webstakes.com/play/Isis?ID=89801, http://home.webstakes.com/play/HomePage?temp=2201&tb_id=301, http://www.webstakes.com, http://service.ivillage.com/Apps/DCS/mcp?r=7003B9351HUJs01200027c03B930mpHyWpHdh",phishing
,support@cobckvfwhm.com,Hesap doğrulamanızı tamamlayın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@cobckvfwhm.com",,phishing
,"""Robert Seviour"" <Robertseviour@totalise.co.uk>",[ILUG] (no subject),"Suppliers of Computers, Printers, etc. & Consumables  Central Data Supplies  24, Middleton Road, Banbury, Oxon, OX16 4QJ. Tel: 01295 271666 Fax 01295 256876  Est 1985 Good Afternoon,   Please find below the pricing and specification of the laptops which currently have available in stock for immediate despatch.   IBM ThinkPad 760EL Laptop Computer (Stock Ref 683) Intel Pentium 1 133MHz Processor 8MB RAM 1GB Hard Drive 12.1' TFT Display  Sound & Speakers No Modem No CD-ROM Drive   Internal 3.5' Floppy Drive     3 Months Warranty                      @             119   IBM ThinkPad 765L Laptop Computer (Stock Ref 6076) Intel Pentium 1 166MHz Processor 32MB RAM 5GB Hard Drive 13.3' TFT Display  Sound & Speakers No Modem No CD-ROM Drive   Internal 3.5' Floppy Drive     3 Months Warranty                      @             149   IBM ThinkPad 770 Laptop Computer (Stock Ref 4225) Intel Pentium 1 233MHz Processor 32MB RAM 5GB Hard Drive 14.1' TFT Display  USB, IRDA, Sound & Speakers Internal 56K Modem No CD-ROM Drive   Internal 3.5' Floppy Drive     3 Months Warranty                      @             249   IBM ThinkPad 380 Laptop Computer (Stock Ref 7868) Intel Pentium 11 233MHz Processor 32MB RAM 4GB Hard Drive 12.1' TFT Display  USB, IRDA, Sound & Speakers No Modem Internal CD-ROM Drive   Internal 3.5' Floppy Drive     3 Months Warranty                      @             289   IBM ThinkPad 770X Laptop Computer (Stock Ref 8051) Intel Pentium 11 300MHz Processor 64MB RAM 8GB Hard Drive 14.1' TFT Display  USB, IRDA, Sound & Speakers Internal 56K Modem External CD-ROM Drive   Internal 3.5' Floppy Drive     3 Months Warranty                      @             349   IBM ThinkPad 770X Laptop Computer (Stock Ref 8220) Intel Pentium 11 233MHz Processor 64MB RAM 6.4GB Hard Drive 14.1' TFT Display  USB, IRDA, Sound & Speakers Internal 56K Modem Internal CD-ROM Drive   Internal 3.5' Floppy Drive     3 Months Warranty                      @             389   Toshiba 7020CT Laptop Computer (Stock Ref 3111) Intel Pentium 11 266MHz Processor 128MB RAM 6GB Hard Drive 13.3' TFT Display  USB, IRDA, Sound & Speakers Internal 56K Modem   Docking Station Including 3.5' Floppy Drive And CD-ROM Drive   3 Months Warranty                      @             389   IBM T20 Laptop Computer (Stock Ref 6062) Intel Pentium 111 550MHz Processor 256MB RAM 12GB Hard Drive 14.1' XGA TFT Display  USB, IRDA, Sound & Speakers Internal 56K Modem   No CD-ROM Drive Internal 3.5' Floppy Drive  3 Months Warranty                      @             549   Dell C500 Laptop Computer (Stock Ref 7052) Intel Celeron 700MHz Processor 128MB RAM 6GB Hard Drive 12.1' XGA TFT Display  USB, IRDA, Sound & Speakers Internal 56K Modem   Internal CD-ROM Drive External 3.5' Floppy Drive  3 Months Warranty                      @             609   Other specifications are available, so if the spec you require is not listed please do not hesitate to call our sales team on 01295 271666 for other models.   If you do not wish to recieve special offer emails of this kind please reply with remove in the subject and you will be taken off our mailing list.   All Prices Are Ex Vat.      For And On Behalf Of CENTRAL DATA SUPPLIES     Peter Cutress BEng (Hons) DIS AICHEME Sales Manager     E&OE.   --  Irish Linux Users' Group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. List maintainer: listmaster@linux.ie  ",http://www.linux.ie/mailman/listinfo/ilug,phishing
,support@xanqsanbyn.com,Şifrenizi hemen değiştirin,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@xanqsanbyn.com",,phishing
,<ghostrider_13@hotmail.com>,WARNING: Your computer may contain a virus!,"<html>  <head> <meta http-equiv=""Content-Language"" content=""en-us""> <meta name=""GENERATOR"" content=""Microsoft FrontPage 5.0""> <meta name=""ProgId"" content=""FrontPage.Editor.Document""> <meta http-equiv=""Content-Type"" content=""text/html; charset=windows-1252""> <title>Take Control of Your Computer With This Top</title> </head>  <body>  <table border=""0"" width=""489"" height=""54"" bgcolor=""#ffffff"">   <tr>     <td width=""100%"" height=""48"" bgcolor=""#ffffff"" align=""Center"">     <font face=""Impact"" color=""#cc0000"" size=""3"">Take Control of Your Computer      With This Top-of-the-Line Software!</font></td>   </tr> </table> <table border=""5"" cellspacing=""3"" width=""489"" cellpadding=""3"" bgcolor=""#990033"" bordercolor=""#ffffff"" style=""border-collapse: collapse"" bordercolordark=""#000000"" height=""567"" bordercolorlight=""#FFFF99"">   <tr>     <td width=""467"" height=""555"" bordercolorlight=""#FFFFFF"" bordercolordark=""#FFFF99"">     <table border=""6"" width=""100%"" height=""86"" bgcolor=""#ffff99"" bordercolor=""#ffffff"">       <tr>         <td width=""100%"" height=""80"" align=""Center""><b>         <font color=""#ff0000"" face=""Tahoma"" size=""6"">Norton SystemWorks 2002         </font><font face=""Tahoma"" size=""5"" color=""#000000"">Software Suite</font><font color=""#ff0000"" face=""Times New Roman"" size=""6""><br>         -<i>Professional Edition</i>-</font></b></td>       </tr>     </table>     <table border=""0"" width=""100%"" height=""62"">       <tr>         <td width=""100%"" height=""56"" align=""Center""><b>         <font face=""Tahoma"" color=""#ffffff"" size=""4"">Includes Six - </font><i>         <font face=""Tahoma"" size=""4"" color=""#ffff99"">Yes 6!</font></i><font face=""Tahoma"" color=""#ffffff"" size=""4"">          - Feature-Packed Utilities<br>         ALL for </font><font face=""Tahoma"" size=""4"" color=""#ffff99"">1</font><font face=""Tahoma"" color=""#ffffff"" size=""4"">          Special </font><font face=""Tahoma"" size=""4"" color=""#ffff99"">LOW</font><font face=""Tahoma"" color=""#ffffff"" size=""4"">          Price of </font><font face=""Tahoma"" size=""4"" color=""#ffff99"">Only          $29.99!</font></b></td>       </tr>     </table>     <table border=""4"" width=""100%"" height=""135"" bgcolor=""#800000"" bordercolor=""#ffffff"">       <tr>         <td width=""100%"" height=""129"" bgcolor=""#ffff99"" bordercolor=""#800000"">         <b><font face=""Tahoma"" size=""2""><font color=""#000000"">This Software          Will:</font><font color=""#ffffff""><br>         &nbsp;</font><font color=""#ff0000"">- Protect your computer from unwanted and         <i>hazardous</i> viruses<br>         &nbsp;- Help secure your private &amp; valuable information<br>         &nbsp;- Allow you to transfer files and send e-mails <u>safely</u><br>         &nbsp;- Backup your ALL your data quick and easily<br>         &nbsp;- Improve your PC's performance w/<i>superior</i> integral diagnostics!<br>         &nbsp;- <i>You'll NEVER have to take your PC to the repair shop AGAIN!</i></font></font></b></td>       </tr>     </table>     <p>&nbsp; </p>     <table border=""4"" width=""100%"" height=""4"" bgcolor=""#ffffff"" bordercolor=""#ffff99"">       <tr>         <td width=""100%"" height=""1"">         <p align=""Center""><b><font size=""5"" face=""Tahoma""><font color=""#000000"">         <font color=""#ff0000"">6</font> Feature-Packed Utilities </font>         <font color=""#000080"" size=""5""><br>         </font><u><font color=""#ff0000"">1</font><font color=""#000000""> Great          Price</font></u><font color=""#000000"" size=""5""> <br>         A <font color=""#ff0000"">$300+</font> Combined Retail Value </font><i>         <font color=""#ff0000"">YOURS</font></i> <font color=""#000000"">for Only         <font color=""#ff0000"">$29.99!</font> </font></font><font size=""6""><br>         </font></b><font face=""Tahoma"" size=""4""><font color=""#000000"">&lt; Price          Includes </font><font color=""#ff0000"">FREE</font><font color=""#000080"">         </font><font color=""#000000"">Shipping**! &gt;</font></font></td>       </tr>     </table>     <p align=""Center""><b><font face=""Arial"" size=""3"" color=""#ffffff"">Don't fall      prey to destructive viruses or hackers!<br>     Protect&nbsp; your computer and your valuable information and</font></b></p>     <table border=""4"" width=""100%"" height=""44"" bordercolor=""#ffff99"" bgcolor=""#ffff99"">       <tr>         <td width=""100%"" height=""38"" bgcolor=""#ffffff"" align=""Center""><b>         <a style=""color: rgb(255,0,0); font-family: Verdana; font-size: 14pt; font-weight: bold"" title=""ORDER NOW"" href=""http://168.75.161.77/systemworks46.htm"">         <font face=""Tahoma"" size=""4"" color=""#ff0000"">-&gt; CLICK HERE to Order          Yours NOW! &lt;-</font></a></b></td>       </tr>     </table>     <p align=""Center""><b><font color=""#FFFFFF"">** Denotes Free Shipping For      US/Canadian Customers Only **</font></b></p>     <p align=""Center"">&nbsp;</p>     <p align=""Center"">&nbsp;</p>     <p align=""center""><font color=""#FFFFFF"">We are strongly against sending      unsolicited emails to those who do not wish to receive our special mailings.      You have opted in to one or more of our affiliate sites requesting to be      notified of any special offers we may run from time to time. We also have      attained the services of an independent 3rd party to overlook list      management and removal services. This is NOT unsolicited email. If you do      not wish to receive further mailings, please </font>     <a href=""http://168.75.161.51/remove-me.asp""><font color=""#FFFFFF"">CLICK      HERE</font></a><font color=""#FFFFFF"">&nbsp;to be removed from the list. Please      accept our apologies if you have been sent this email in error. We honor all      removal requests.</font></td>   </tr> </table>  </body>  </html> 2102pSqQ8-906DHIX6392XDPF7-0l26   ","http://168.75.161.77/systemworks46.htm"">, http://168.75.161.51/remove-me.asp""><font",phishing
,info@vsihoffkdv.com,Aylık raporunuz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@vsihoffkdv.com",,normal
,Jennifer Choate <jchoate@newyork.com>,Please help Home Entertainment Companies with Survey - Win a DVR!," <p>We thank you for just a moment of your time.  NextResearch is inviting you to join a panel of consumer electronics users now being created to help manufacturers, network programmers, and entertainment companies shape their future offerings.  In exchange for your willingness to participate, there will be prizes and incentives awarded. ALL CONTACT INFORMATION WILL BE HELD IN STRICTEST CONFIDENCE AND WE WILL NEVER TRY TO SELL YOU ANYTHING.  You will be able to opt-out of the panel at any time.</p>  					Please click here <a href=http://65.19.137.17/nextresearch/NR.htm>http://65.19.137.17/nextresearch/NR.htm</a> if you would like to participate in your first survey and earn a chance to win one of 25 new Digital Video Recorders being awarded in September!  (You do not have to join the panel to participate in this survey.) This is a national market research program conducted with the highest ethical standards. Feel free to contact program director, Jennifer Choate at <a href=mailto:jchoate@newyork.com>jchoate@newyork.com</a> with any questions.  To unsubscribe from this list, simply reply to this email with subject ""UNSUBSCRIBE"" to be removed from future invitations to participate.  					<p>Thank you again for your consideration,</p>                      <p>NextResearch</p>  					</p>  					<p>Link to survey: <a href=http://65.19.137.17/nextresearch/nr.htm>http://65.19.137.17/nextresearch/nr.htm</a></p>    ","http://65.19.137.17/nextresearch/NR.htm>http://65.19.137.17/nextresearch/NR.htm</a>, http://65.19.137.17/nextresearch/nr.htm>http://65.19.137.17/nextresearch/nr.htm</a></p>",phishing
,support@bcwwlygupj.com,Hesap güvenliği güncellemesi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@bcwwlygupj.com",,phishing
,rowespirit@yahoo.com,[ILUG] BANK ERROR IN YOUR FAVOR,"SUBSTANTIAL MONTHLY INCOME MAKERS VOUCHER Income Transfer Systems/Distribution Center ************************************************************ Pending Income Amount:  up to $21,000.00  Action:http://www.hotresponders.com/cgi-bin/varpro/vartrack.cgi?t=wendy7172:1 ************************************************************ Good News!  You have made the Substancial Income Makers list.  This means you get the entire system and get the opportunity to make up to $21,000.00 a month.  To receive this system, follow this link!          http://www.hotresponders.com/cgi-bin/varpro/vartrack.cgi?t=wendy7172:1  Get ready, you will immediately receive all the information needed to make a substantial monthly income. What are you waiting for!!  http://www.hotresponders.com/cgi-bin/varpro/vartrack.cgi?t=wendy7172:1  You are receiving this email due to having requested info on internet businesses.  If you are not longer looking for one, please click the remove link below.  Click on the link below to remove yourself http://www.hotresponders.com/cgi-bin/varpro/r.cgi?id=wendy7172&a=ilug@linux.ie  AOL Users <a href=""http://www.hotresponders.com/cgi-bin/varpro/r.cgi?id=wendy7172&a=ilug@linux.ie""> Remove Me</a>  --  Irish Linux Users' Group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. List maintainer: listmaster@linux.ie  ","http://www.hotresponders.com/cgi-bin/varpro/vartrack.cgi?t=wendy7172:1, http://www.hotresponders.com/cgi-bin/varpro/vartrack.cgi?t=wendy7172:1, http://www.hotresponders.com/cgi-bin/varpro/vartrack.cgi?t=wendy7172:1, http://www.hotresponders.com/cgi-bin/varpro/r.cgi?id=wendy7172&a=ilug@linux.ie, http://www.hotresponders.com/cgi-bin/varpro/r.cgi?id=wendy7172&a=ilug@linux.ie"">, http://www.linux.ie/mailman/listinfo/ilug",phishing
,support@davyyiitbt.com,Acil hesap doğrulaması,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@davyyiitbt.com",,phishing
,<patricehari@yahoo.ca>,Best news yet,"INVESTMENT SCHOLARS CLUB- bringing you the latest from the financial epicenter.   Research Alert - Undervalued August 26, 2002 XrayMedia (OTCBB: XRMD) Alert Rating = 8  Congratulations to our subscribers who moved in fast on our last report!   Pick #1 - Internet incubator giant CMGI has paid off very well, up over 150% on major volume and great news.  Pick #2 - ENBC Began its' heavy move up over 200% hitting a high of over 300%...   Our Latest Discovery: XRMD - Several investment reporters featured XrayMedia during fiscal 2001/02. At the time, we felt that the advertising industry created a huge opportunity for the company's direct sourcing technology solutions, and so far the company has delivered. Although the company has raised just $2 million in the two years it has been developing its technology, it has increased revenues sources dramatically by opening a financial services division expanding the Live Media Marketplace expected revenues to $3-5 mm during fiscal 2003, driving the line in 2004 to $15- 25 mm. This remarkable growth becomes more understandable when one views the savings that its direct sourcing model generates for advertisers and retailers. The company saves advertising buyers up to 70% in costs dramatically increasing wholesale pricing effect, by saving time & efforts, cutting telephone and faxing bills, while providing free mass sourcing opportunities for negotiating advertising buying and selling opportunities using a secure state of the art real time negotiating technology over the Internet, weve never seen anything like it!  How does the company do this?   XrayMedia (OTCBB: XRMD) The Company founded XrayMedia in March 2000 to create a ""mass source to advertising sector "" live negotiating technology and advertising purchase financing accents the companys strengths, serving both large and small United States and International customers with advertising opportunities delivered directly from the media and the general public. *** With the use of proprietary software, it is providing sophistication to this industry which greatly expedites orders and finds opportunities based on the users criteria which results in a savings to the advertising buyers and as well as the ad sellers which it serves.   Their ""source to business model"", eliminates two levels of hindrance (sourcing and limited opportunities) and provides its customers with mass advertising choices and live negotiating that is designed give a substantially low cost base for finding the right advertising opportunity for all business with no cost.  While investors have thrown money recklessly at money-losing technology companies, here is a company that will increase revenues from $1 to $25 million in three years, and grow profitability substantially with little funding. XrayMedia is among the best performing sectors since September 11th, and we feel that XrayMedia is likely to break through its 52-week high of $00.19 soon.   *** Listed on the OTCBB and trading with an extremely low market valuation under 10 mm.  *** It has opened accounts with over hundreds of buyers and sellers including some of the largest media buyers in the world, major retailers and smaller retailers.   *** Attracting interest of major investment bankers and analysts, also a possible acquisition target at some point by major retailers.  *** Received largest order of advertising financing over $500k with more contracts accumulating.  *** Revenue growth is expected to be dramatic $1mm to $5mm.   *** The company is expected to report a profitable quarter, to grow revenues and earnings ""substantially"" when it begins its 2003 fiscal year in January.   Shares Outstanding:      	83 mm Float:                         	5  mm Recent Price:               	$00.08 Year Low/High:            	$00.02 - $00.19 18-Month Target Price:  	$5.00+  Company Contact: Ray Dabney  Toll free:  1(888) 777-0658       (h3)6926Zjpl7   ",,phishing
,support@ahbspgbghb.com,Hesap şifreniz sıfırlandı,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@ahbspgbghb.com",,phishing
,"""Date.com"" <emailrewardz@emailrewardz.email-publisher.com>",Meet other Singles just like you,"Dear STUART,  Are you tired of searching for love in all the wrong places?   Find LOVE NOW at Date.com! http://click.emailrewardz.email-publisher.com/maaaqZGaaSKm2aa6syje/   Browse through thousands of personals in your area.   JOIN FOR FREE! http://click.emailrewardz.email-publisher.com/maaaqZGaaSKm2aa6syje/   - Search, E-mail & Chat - Use Date.com to meet cool guys and hot girls. - Go 1 on 1 or use our private chat rooms.   Click on the link to get started! http://click.emailrewardz.email-publisher.com/maaaqZGaaSKm2aa6syje/  Find LOVE NOW! ----------------------------------  You have received this email because you have registerd with EmailRewardz or subscribed through one of our marketing partners. If you have received this message in error, or wish to stop receiving these great offers please click the remove link above.   To unsubscribe from these mailings, please click here: http://emailrewardz.tfmb.net/?aaaa5F.aa6syj ","http://click.emailrewardz.email-publisher.com/maaaqZGaaSKm2aa6syje/, http://click.emailrewardz.email-publisher.com/maaaqZGaaSKm2aa6syje/, http://click.emailrewardz.email-publisher.com/maaaqZGaaSKm2aa6syje/, http://emailrewardz.tfmb.net/?aaaa5F.aa6syj",phishing
,support@qqhzieswsj.com,Ödül kazandınız,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@qqhzieswsj.com",,phishing
,=?iso-2022-jp?B?c291czFAYWEuYWxsZXMub3IuanA=?=@mx2.alles.or.jp,=?iso-2022-jp?B?GyRCJDckOCRfJEgkYiRiJE4lMyVpJVwlbCE8JTclZyVzGyhK?=,"͂ĂԂǂ ݂Ƃ̃R{[V [^rfIicucj ܂ŉcƂł邩킩܂ ͂߂ɁI http://book-i.net/mutou i `@Écn9@̓ ȂǂȂ132iBD]I (^-^)/~Fg[    To Unsubscribe: send mail to majordomo@FreeBSD.org with ""unsubscribe freebsd-bugs"" in the body of the message  ",http://book-i.net/mutou,phishing
,info@idwmigboks.com,Aylık raporunuz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@idwmigboks.com",,normal
,"""Sales Department"" <info@cheapsmoking.com>",Discount Smokes,"Dear Sir / Madam  If you are fed up of being 'ripped off' by the British government every time you buy your tobacco, then you should visit our website, where you can now buy 4 cartons of cigarettes, or 40 pouches of rolling tobacco from as little as 170 Euros (approx 105 pounds), inclusive of delivery by registered air mail from our office in Spain.    Why pay more???  Visit our website at http://www.cheapsmoking.com/?ID=2  Best regards Sales Department Cheap Smoking Spain xay1992351y  ",http://www.cheapsmoking.com/?ID=2,phishing
,support@ctmvhjkpxv.com,Ödül kazandınız,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@ctmvhjkpxv.com",,phishing
